uuid,name,type,permalink,cb_url,rank,created_at,updated_at,country_code,state_code,region,city,investment_type,announced_on,raised_amount_usd,raised_amount,raised_amount_currency_code,post_money_valuation_usd,post_money_valuation,post_money_valuation_currency_code,investor_count,org_uuid,org_name,lead_investor_uuids
db4d6731-1099-c869-5361-0768ce22b977,Seed Round - Unomy,funding_round,unomy-seed--db4d6731,https://www.crunchbase.com/funding_round/unomy-seed--db4d6731,256411,7/28/14,6/4/20,ISR,,Tel Aviv,Tel Aviv,seed,12/31/13,,,,,,,1,3a8481a8-9184-f1b4-b6ec-d013db6f3a5e,Unomy,
9a50122b-bba0-e1f4-b4e6-b0f658c69715,Series A - ThetaRay,funding_round,thetaray-series-a--9a50122b,https://www.crunchbase.com/funding_round/thetaray-series-a--9a50122b,315798,7/29/14,2/12/18,ISR,,HaMerkaz,Hod Hasharon,series_a,7/29/14,10000000,10000000,USD,,,,3,f21d78e1-b4d1-bf20-43aa-e6f4d9597287,ThetaRay,
357dc2fd-665e-11a7-8f99-677f912c8fec,Series A - Argus Cyber Security,funding_round,argus-cyber-security-series-a--357dc2fd,https://www.crunchbase.com/funding_round/argus-cyber-security-series-a--357dc2fd,119811,7/29/14,2/12/18,ISR,,Tel Aviv,Tel Aviv-yafo,series_a,9/28/14,4000000,4000000,USD,14000000,14000000,USD,5,5b044ecd-4798-bfc8-c2c0-53f985bbe0fa,Argus Cyber Security,"44974c34-7435-5e3d-1f5f-70ee942d485a,8ea4648c-0b42-09a0-bfdd-2712317161b5,756ce486-e377-1886-3c94-690333c11b09"
b8621cdb-f881-d4c9-63f0-177b87fc3ce2,Post-IPO Equity - Endymed,funding_round,endymed-post-ipo-equity--b8621cdb,https://www.crunchbase.com/funding_round/endymed-post-ipo-equity--b8621cdb,137187,8/4/14,2/12/18,ISR,,Hefa,Caesarea,post_ipo_equity,8/3/14,7000000,7000000,USD,,,,,e003cc5c-d1a6-44b7-8c35-a4fdd5a32283,Endymed,
54bd81a3-1982-41f8-0cfe-3bcfc147bb0e,Seed Round - Jelly Button Games,funding_round,jelly-button-games-seed--54bd81a3,https://www.crunchbase.com/funding_round/jelly-button-games-seed--54bd81a3,332304,8/4/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,seed,11/1/13,1500000,1500000,USD,,,,1,1a8323d6-74d0-1397-e5a8-756f3eb32ed9,Jelly Button Games,
9e44ae05-d5d5-b52c-5e0e-45aac6ac6f2c,Seed Round - Somoto,funding_round,somoto-seed--9e44ae05,https://www.crunchbase.com/funding_round/somoto-seed--9e44ae05,157521,8/4/14,2/13/18,ISR,,Tel Aviv,Tel Aviv,seed,8/1/09,700000,700000,USD,,,,1,f97d0d6a-0917-fe0f-4e04-d141ab147288,Somoto,
be86e327-1b7b-70cf-7d31-5bd2e8ca0da5,Seed Round - MazeBolt Technologies,funding_round,mazebolt-technologies-seed--be86e327,https://www.crunchbase.com/funding_round/mazebolt-technologies-seed--be86e327,282299,8/5/14,2/12/18,ISR,,Tel Aviv,Ramat Gan,seed,12/10/13,,,,,,,,a3c0cccd-8528-2e49-8db7-39e3881fb27c,MazeBolt Technologies,
fd84230c-623d-8a57-e632-17d5f1f69b1d,Private Equity Round - Lumenis,funding_round,lumenis-private-equity--fd84230c,https://www.crunchbase.com/funding_round/lumenis-private-equity--fd84230c,306974,8/6/14,2/12/18,ISR,,Yerushalayim,Jerusalem,private_equity,9/1/06,120000000,120000000,USD,,,,2,dce34a38-9a7e-4726-e906-2c9612c905e5,Lumenis,
c509a533-d507-7abf-825d-4df287af206b,Private Equity Round - ECI Telecom,funding_round,eci-telecom-private-equity--c509a533,https://www.crunchbase.com/funding_round/eci-telecom-private-equity--c509a533,192237,8/6/14,2/12/18,ISR,,HaMerkaz,Petah Tikwah,private_equity,12/1/01,50000000,50000000,USD,450000000,450000000,USD,2,2046c4ff-de4a-d712-c937-2b3cd85e5fed,ECI Telecom,
617c9c7e-de05-9baf-5d95-1e3a5549ee12,Private Equity Round - Gilon Business Insight,funding_round,gilon-business-insight-private-equity--617c9c7e,https://www.crunchbase.com/funding_round/gilon-business-insight-private-equity--617c9c7e,310902,8/6/14,2/12/18,ISR,,HaMerkaz,Rosh Ha'ayin,private_equity,1/1/06,,,,,,,1,3356b9e8-412b-bd86-8ede-b2646453f20d,Gilon Business Insight,
b1d86abb-8365-4d27-9fc3-69a243837a2e,Series B - Consumer Physics,funding_round,consumer-physics-series-b--b1d86abb,https://www.crunchbase.com/funding_round/consumer-physics-series-b--b1d86abb,300434,8/7/14,4/10/19,ISR,,Tel Aviv,Herzliya,series_b,8/1/14,10474644,10474644,USD,,,,1,bb5a0e69-ebbd-9d7d-679e-398964fcedf0,Consumer Physics,1303d068-046f-8274-e1a6-57de014d03b0
4582e26c-e47b-3c98-3104-32c123c9142c,Private Equity Round - ironSource,funding_round,ironsource-private-equity--4582e26c,https://www.crunchbase.com/funding_round/ironsource-private-equity--4582e26c,302310,8/11/14,3/1/21,ISR,,Tel Aviv,Tel Aviv,private_equity,8/11/14,85000000,85000000,USD,800000000,800000000,USD,3,8db956f5-f54c-449a-5b96-b0c97e4ae0d3,ironSource,8a12019f-41f5-ea86-1efc-11b8bc7048ba
40ab8268-bd73-64e7-5ea6-0adf9fd6b05e,Series C - Fiverr,funding_round,fiverr-series-c--40ab8268,https://www.crunchbase.com/funding_round/fiverr-series-c--40ab8268,396058,8/11/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,series_c,8/11/14,30000000,30000000,USD,,,,5,5cec407a-1b52-e80e-817b-315cf1585cf0,Fiverr,fa7da133-9e98-c6d6-fca6-d413b0887693
e52c65c9-654b-941b-a167-2e20c31ac361,Seed Round - SwarmBuild,funding_round,swarmbuild-seed--e52c65c9,https://www.crunchbase.com/funding_round/swarmbuild-seed--e52c65c9,186236,8/12/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,seed,8/5/14,20000,20000,USD,,,,1,5974ff0e-6cbc-d288-3fe4-5a991682e33c,SwarmBuild,
221c2758-3591-451b-9635-ec09eb35f79c,Seed Round - GetJob,funding_round,getjob-seed--221c2758,https://www.crunchbase.com/funding_round/getjob-seed--221c2758,207392,8/12/14,2/12/18,ISR,,HaMerkaz,Hod Hasharon,seed,7/1/14,34198,25000,EUR,,,,,c4c52b28-27b6-0bf5-ddb2-e2f884676416,GetJob,
e26c32f5-a623-b558-33f3-c3c2472db339,Series A - JoyTunes,funding_round,joytunes-series-a--e26c32f5,https://www.crunchbase.com/funding_round/joytunes-series-a--e26c32f5,170620,8/12/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,series_a,8/12/14,5000000,5000000,USD,,,,3,da934c11-a1c5-f6be-fba8-805916cbb6c7,JoyTunes,ed3cf4ed-3117-0977-0aeb-adf4a6105e15
c0db824b-7b19-f942-4bf5-2acafdcc7eb5,Series A - Actimize,funding_round,actimize-series-a--c0db824b,https://www.crunchbase.com/funding_round/actimize-series-a--c0db824b,431241,8/14/14,2/12/18,ISR,,HaMerkaz,Ra'anana,series_a,5/21/01,4000000,4000000,USD,,,,1,fc87b4e8-484c-9100-3055-ceebc8040f44,Actimize,111c20bc-0812-4a4f-be02-b25a559c9978
343800ed-8593-0557-46c1-59b313cdb167,Series B - Actimize,funding_round,actimize-series-b--343800ed,https://www.crunchbase.com/funding_round/actimize-series-b--343800ed,212400,8/14/14,2/12/18,ISR,,HaMerkaz,Ra'anana,series_b,11/12/02,10000000,10000000,USD,,,,4,fc87b4e8-484c-9100-3055-ceebc8040f44,Actimize,"d140721b-10ae-0e89-9d27-84dca947a787,8ea4648c-0b42-09a0-bfdd-2712317161b5"
97634f2c-8de9-b2a3-0765-33192eb4b4f8,Series C - Actimize,funding_round,actimize-series-c--97634f2c,https://www.crunchbase.com/funding_round/actimize-series-c--97634f2c,77208,8/14/14,2/12/18,ISR,,HaMerkaz,Ra'anana,series_c,1/14/04,10000000,10000000,USD,,,,5,fc87b4e8-484c-9100-3055-ceebc8040f44,Actimize,466515f3-f84f-6afc-b3cf-3b812dfa0126
269ac627-ec67-c57d-c152-937403a0bcec,Angel Round - Add Asparna,funding_round,dax-asparna-angel--269ac627,https://www.crunchbase.com/funding_round/dax-asparna-angel--269ac627,407702,8/16/14,2/12/18,ISR,,Hefa,Haifa,angel,1/1/12,350000,350000,USD,,,,,143ddf63-5d54-7c90-9021-d27dbd35dfb9,Add Asparna,
0e6a9280-dd74-1638-f897-1fc15776a659,Convertible Note - Add Asparna,funding_round,dax-asparna-convertible-note--0e6a9280,https://www.crunchbase.com/funding_round/dax-asparna-convertible-note--0e6a9280,128362,8/16/14,2/12/18,ISR,,Hefa,Haifa,convertible_note,8/1/13,2000000,2000000,USD,,,,1,143ddf63-5d54-7c90-9021-d27dbd35dfb9,Add Asparna,da861337-fe9d-b365-bcda-a6362eba0b98
c8244bf4-ad7f-441e-17c5-483239292f92,Series A - Guardicore,funding_round,guardicore-series-a--c8244bf4,https://www.crunchbase.com/funding_round/guardicore-series-a--c8244bf4,219224,8/18/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,series_a,8/18/14,11000000,11000000,USD,,,,2,ef649444-dbfa-3c62-5bd3-1f1e856d0655,Guardicore,7a42b564-4bb6-5864-6cdb-a0100008f3b3
aaba7c9a-5616-0b35-2af7-bc43a1ae8e98,Angel Round - SeatID,funding_round,seatid-angel--aaba7c9a,https://www.crunchbase.com/funding_round/seatid-angel--aaba7c9a,315526,8/18/14,2/12/18,ISR,,Tel Aviv,Tel Aviv-yafo,angel,12/13/12,250000,250000,USD,,,,3,6b729170-6b0a-a239-300f-cc9ca914481f,SeatID,
696652e5-dab3-920a-df61-aa3c032bebfb,Seed Round - SeatID,funding_round,seatid-seed--696652e5,https://www.crunchbase.com/funding_round/seatid-seed--696652e5,232901,8/18/14,2/12/18,ISR,,Tel Aviv,Tel Aviv-yafo,seed,5/12/14,750000,750000,USD,,,,2,6b729170-6b0a-a239-300f-cc9ca914481f,SeatID,
2d14c9f6-6d2f-e542-de49-9d50b3a5ae84,Seed Round - 5skills,funding_round,5skills-seed--2d14c9f6,https://www.crunchbase.com/funding_round/5skills-seed--2d14c9f6,249098,8/19/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,seed,1/1/13,30000,30000,USD,,,,,1653d403-8e4f-178d-e088-11bd1a19fc4a,5skills,
559f5bb2-e7ac-b83a-617b-bc293aa32fbb,Seed Round - Contextors,funding_round,contextors-seed--559f5bb2,https://www.crunchbase.com/funding_round/contextors-seed--559f5bb2,343064,8/21/14,2/12/18,ISR,,Tel Aviv,Tel Aviv-yafo,seed,11/1/11,500000,500000,USD,,,,,46bb803b-fc46-a836-96c8-6ee6d4b961c5,Contextors,
5d65f887-1083-19c8-11a0-ed2679755f13,Venture Round - NeuroDerm,funding_round,neuroderm-series-unknown--5d65f887,https://www.crunchbase.com/funding_round/neuroderm-series-unknown--5d65f887,371763,8/22/14,2/12/18,ISR,,HaMerkaz,Rehovot,series_unknown,8/21/14,16000000,16000000,USD,,,,1,2c392a5e-ae34-3aa0-a445-e29c4285b542,NeuroDerm,bcc49caf-5c85-8d9f-003f-872da290ee74
7a72f005-c824-e62f-03da-54cc1a0d9e6f,Private Equity Round - iMER,funding_round,imer-private-equity--7a72f005,https://www.crunchbase.com/funding_round/imer-private-equity--7a72f005,159077,8/25/14,2/13/18,ISR,,Yerushalayim,Jerusalem,private_equity,2/23/13,7000000,7000000,USD,,,,1,35d7f1d6-7e57-fc72-4e5c-42e34b6dd546,iMER,
14d3a68c-3105-1017-9eec-c15837737733,Venture Round - MacroCure,funding_round,macrocure-series-unknown--14d3a68c,https://www.crunchbase.com/funding_round/macrocure-series-unknown--14d3a68c,58732,8/25/14,3/30/21,ISR,,HaMerkaz,Petah Tiqva,series_unknown,4/1/11,13000000,13000000,USD,,,,3,db0ae503-c92d-4276-fd5a-63b0869f178d,MacroCure,3f723cf7-37d0-bedf-5930-c2aaa0f7441f
cd2657d3-a9f6-4578-4dab-1c2c2fe43a3d,Private Equity Round - Degania Medical,funding_round,degania-silicone-private-equity--cd2657d3,https://www.crunchbase.com/funding_round/degania-silicone-private-equity--cd2657d3,318823,8/25/14,2/12/18,ISR,,Yerushalayim,Bet Shemesh,private_equity,11/1/10,27000000,27000000,USD,,,,1,3353a2bf-ce5a-070d-e131-fdee32bc9efe,Degania Medical,
5308739c-692d-426d-6951-c4b3e9a78a0b,Private Equity Round - Orad Hi-Tech Systems,funding_round,orad-hi-tech-systems-private-equity--5308739c,https://www.crunchbase.com/funding_round/orad-hi-tech-systems-private-equity--5308739c,136216,8/25/14,2/12/18,ISR,,HaMerkaz,Kfar Saba,private_equity,3/10/10,6600000,6600000,USD,,,,1,03a579df-9228-a82c-a5cc-697af434407c,Orad Hi-Tech Systems,
d45984cc-e776-b00d-a3e8-ae05f78b61d9,Series A - Social Studios,funding_round,social-studios-series-a--d45984cc,https://www.crunchbase.com/funding_round/social-studios-series-a--d45984cc,286187,8/26/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,series_a,8/25/14,3100000,3100000,USD,,,,1,ca8b725d-e378-8912-bdb2-cac8236c2178,Social Studios,b7a0a0a4-f5c5-de7c-1d1d-086e7010155c
d2f54c7a-e637-7f2c-b2b5-38e8dacdda30,Seed Round - Carevature Medical,funding_round,carevature-medical-north-america-seed--d2f54c7a,https://www.crunchbase.com/funding_round/carevature-medical-north-america-seed--d2f54c7a,332485,8/29/14,2/13/18,ISR,,HaMerkaz,Rehovot,seed,8/28/14,30000,30000,USD,,,,1,417b5c83-bd7c-4b9b-c394-703c779415a8,Carevature Medical,
2b43ddef-fd2c-ef85-aede-80bc407d06b4,Seed Round - Platform Orthopedic Solutions,funding_round,platform-orthopedic-solutions-seed--2b43ddef,https://www.crunchbase.com/funding_round/platform-orthopedic-solutions-seed--2b43ddef,319046,8/29/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,seed,8/28/14,30000,30000,USD,,,,1,398af5dc-72ca-5ec3-f2bd-d6060ffcdeb7,Platform Orthopedic Solutions,
3c76c9f8-ca48-350c-86dd-d56b34d313b9,Angel Round - Bazaart,funding_round,bazaart-angel--3c76c9f8,https://www.crunchbase.com/funding_round/bazaart-angel--3c76c9f8,154507,8/31/14,1/21/19,ISR,,Tel Aviv,Tel Aviv,angel,9/1/13,75000,75000,USD,,,,,392ae437-df7a-ceab-fe87-0d4c6ae996ce,Bazaart,
e421451b-f685-1ec8-6edd-4877a8e754cc,Seed Round - Jovie,funding_round,jovie-seed--e421451b,https://www.crunchbase.com/funding_round/jovie-seed--e421451b,164961,9/1/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,seed,8/31/14,500000,500000,USD,,,,3,9619b09e-81ec-8692-7cee-a17986480826,Jovie,
a8e51d28-db57-5069-58d2-5ba05e4698de,Seed Round - Cimagine Media,funding_round,cimagine-media-seed--a8e51d28,https://www.crunchbase.com/funding_round/cimagine-media-seed--a8e51d28,266487,9/1/14,2/12/18,ISR,,HaZafon,Yoqne`am `illit,seed,1/1/13,,,,,,,4,24615f27-751c-49a3-c2f5-cad11657f3e0,Cimagine Media,
57df3308-8b95-cfb9-4a7f-1667e70acc56,Post-IPO Equity - Integrity Applications,funding_round,integrity-applications-post-ipo-equity--57df3308,https://www.crunchbase.com/funding_round/integrity-applications-post-ipo-equity--57df3308,176816,9/3/14,5/3/18,ISR,,HaDarom,Ashkelon,post_ipo_equity,9/3/14,3036000,3036000,USD,,,,,60489e9b-e47c-b2f6-10a6-f3e0f2c9ee9d,Integrity Applications,
1163b7fa-8032-ee65-869d-e827fc4794d6,Seed Round - Storee,funding_round,storee-seed--1163b7fa,https://www.crunchbase.com/funding_round/storee-seed--1163b7fa,382599,9/4/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,seed,9/3/14,46026,35000,EUR,,,,,3ae26841-aa9e-a2f0-8a4b-9f8dcd26b3fc,Storee,
d393dd89-531c-8762-75dd-93b5cd4ab328,Debt Financing - SuperDerivatives,funding_round,superderivatives-debt-financing--d393dd89,https://www.crunchbase.com/funding_round/superderivatives-debt-financing--d393dd89,174672,9/7/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,debt_financing,1/1/08,20000000,20000000,USD,,,,1,a20fda04-1095-16d2-9889-8e5482582c65,SuperDerivatives,
bf84ff8f-6ea8-0cef-1b1f-58d17fa0e73e,Grant - BiondVax,funding_round,biondvax-grant--bf84ff8f,https://www.crunchbase.com/funding_round/biondvax-grant--bf84ff8f,345052,9/9/14,2/12/18,ISR,,HaMerkaz,Ness Ziona,grant,9/9/14,1300000,1300000,USD,,,,1,b371d124-9b44-7113-872a-202d0b3c29c3,BiondVax,
0914e422-396c-6cad-814e-f2e0d8b3ed0a,Seed Round - Opticul Diagnostics,funding_round,opticul-diagnostics-seed--0914e422,https://www.crunchbase.com/funding_round/opticul-diagnostics-seed--0914e422,289228,9/9/14,2/12/18,ISR,,Yerushalayim,Jerusalem,seed,9/9/14,450000,450000,USD,,,,1,447e9de5-1b55-1848-73d6-4e6dfb94148d,Opticul Diagnostics,
d50fda2a-7aae-c3f0-03b1-ec1e434feae5,Angel Round - Xrispi Labs,funding_round,xrispi-labs-ltd-angel--d50fda2a,https://www.crunchbase.com/funding_round/xrispi-labs-ltd-angel--d50fda2a,253598,9/9/14,2/12/18,ISR,,Tel Aviv,Giv'atayim,angel,3/20/14,300000,300000,USD,,,,,3b3174d2-5a5a-c9c8-1ffc-c5b85feabaa4,Xrispi Labs,
dfb6fec1-e1f4-7992-fcab-97ec7bf20ea0,Seed Round - Eyepic,funding_round,eyepic-seed--dfb6fec1,https://www.crunchbase.com/funding_round/eyepic-seed--dfb6fec1,273492,9/10/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,seed,7/20/14,400000,400000,USD,,,,,ab97f1b5-73d2-01c0-f466-e65cca3dda70,Eyepic,
a4336e32-ed1b-be8b-b173-d45fa32786ac,Seed Round - Filtr8,funding_round,filtr8-seed--a4336e32,https://www.crunchbase.com/funding_round/filtr8-seed--a4336e32,190397,9/10/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,seed,11/1/13,50000,50000,USD,,,,1,546ae139-c27b-533e-ff39-79a7249cd10f,Filtr8,
abc69b64-c49d-5f6b-b57c-607505292654,Venture Round - Gamida Cell,funding_round,gamida-cell-series-unknown--abc69b64,https://www.crunchbase.com/funding_round/gamida-cell-series-unknown--abc69b64,377895,9/10/14,2/12/18,ISR,,Yerushalayim,Jerusalem,series_unknown,1/15/14,4026964,2960000,EUR,,,,,b4e67041-995f-7514-7ae1-56b5b2b03cc3,Gamida Cell,
c7b328b5-d66f-90dc-da64-3ff1fb07cd25,Venture Round - Jettable,funding_round,jettable-series-unknown--c7b328b5,https://www.crunchbase.com/funding_round/jettable-series-unknown--c7b328b5,149280,9/12/14,2/12/18,ISR,,HaMerkaz,Netanya,series_unknown,5/26/10,,,,,,,1,ecf5003d-438d-f78c-a95b-2d6def037aff,Jettable,
2a204214-fc0f-4804-ba3e-c5a0314d366c,Seed Round - TAKO,funding_round,tako-seed--2a204214,https://www.crunchbase.com/funding_round/tako-seed--2a204214,361225,9/12/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,seed,3/5/13,,,,,,,,3e606455-a52d-e874-5811-7263b8340209,TAKO,
8084b77c-f0da-0655-9d9a-72fb883a5f8b,Seed Round - TAKO,funding_round,tako-seed--8084b77c,https://www.crunchbase.com/funding_round/tako-seed--8084b77c,276797,9/12/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,seed,9/10/14,,,,,,,1,3e606455-a52d-e874-5811-7263b8340209,TAKO,
bc64ddd8-1a21-ccbd-bf65-cc633578e85e,Series A - Eyesquad,funding_round,eyesquad-series-a--bc64ddd8,https://www.crunchbase.com/funding_round/eyesquad-series-a--bc64ddd8,298625,9/13/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,series_a,2/22/06,,,,,,,1,4c328ea9-c437-9c9a-07d7-2b23f9b84116,Eyesquad,
ceac70bb-5561-aa0d-1607-4288f08490af,Post-IPO Equity - Medigus,funding_round,medigus-post-ipo-equity--ceac70bb,https://www.crunchbase.com/funding_round/medigus-post-ipo-equity--ceac70bb,315012,9/15/14,2/12/18,ISR,,HaMerkaz,Omez,post_ipo_equity,9/15/14,5600000,5600000,USD,,,,,d719c545-7ca1-44e3-844f-f98336ea5609,Medigus,
92ef04b2-79c9-45ed-0555-871ce90a9f38,Series A - Cloudyn,funding_round,cloudyn-series-a--92ef04b2,https://www.crunchbase.com/funding_round/cloudyn-series-a--92ef04b2,327124,9/15/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,series_a,9/15/14,4000000,4000000,USD,,,,2,f0317cd9-e2d9-965c-c277-2939f3b79651,Cloudyn,52653f59-f2d4-e24d-b212-2bdef4996ca6
233e14b5-c7a6-7270-0e2a-74ab07430c95,Series A - Vayyar,funding_round,vayyar-series-a--233e14b5,https://www.crunchbase.com/funding_round/vayyar-series-a--233e14b5,99117,9/17/14,1/20/21,ISR,,HaMerkaz,Yehud,series_a,8/1/12,12000000,12000000,USD,,,,4,3d121f7d-33fe-40c7-6e1c-4f78383a88e0,Vayyar,
21a7e99d-ea37-7910-5a22-08621ac9cfc1,Venture Round - Avraham Pharmaceuticals,funding_round,avraham-pharmaceuticals-series-unknown--21a7e99d,https://www.crunchbase.com/funding_round/avraham-pharmaceuticals-series-unknown--21a7e99d,395301,9/17/14,2/12/18,ISR,,HaMerkaz,Yavneh,series_unknown,9/17/14,4500000,4500000,USD,,,,1,276cef05-223a-133c-2fd9-8eaf03043909,Avraham Pharmaceuticals,
997c87a2-e1a4-825d-046f-e682e6af1be1,Convertible Note - CyActive,funding_round,cyactive-convertible-note--997c87a2,https://www.crunchbase.com/funding_round/cyactive-convertible-note--997c87a2,415816,9/18/14,2/12/18,ISR,,HaDarom,Be'er Sheva,convertible_note,9/18/14,,,,,,,2,0d49713b-77dc-49ed-74a6-3bc7588be5dd,CyActive,
9321f336-956a-2da9-f783-547ae200b2be,Seed Round - Beyond Verbal,funding_round,beyond-verbal-seed--9321f336,https://www.crunchbase.com/funding_round/beyond-verbal-seed--9321f336,271461,9/19/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,seed,9/18/14,3300000,3300000,USD,,,,2,62d3b791-3873-8f31-c376-83ad9bb4f7a2,Beyond Verbal,0f9ea36f-9c26-f4d5-d3b8-1dff4a42458a
e96ff211-9073-2755-c30e-95c6d0841673,Angel Round - JoinTV,funding_round,jointv-angel--e96ff211,https://www.crunchbase.com/funding_round/jointv-angel--e96ff211,149033,9/19/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,angel,5/1/14,,,,,,,1,712c68fd-3683-a27f-507e-85a6aec1c3b6,JoinTV,
ef999fdc-3687-c8b8-38e0-c24f68ff0c6c,Series A - Beam Networks,funding_round,beam-networks-series-a--ef999fdc,https://www.crunchbase.com/funding_round/beam-networks-series-a--ef999fdc,216941,9/19/14,2/12/18,ISR,,HaMerkaz,Rehovot,series_a,2/1/08,,,,,,,,043610d1-ebef-2e10-1304-77ef54279e8d,Beam Networks,
befc0ee7-2e1d-49ab-9640-01aa4f92d697,Seed Round - TenKod,funding_round,tenkod-seed--befc0ee7,https://www.crunchbase.com/funding_round/tenkod-seed--befc0ee7,174771,9/22/14,2/12/18,ISR,,Hefa,Haifa,seed,7/1/14,500000,500000,USD,,,,,922e86e5-2d70-42b7-0174-bd61c119a143,TenKod,
2a3c00f7-679b-fa29-8434-be8d9b5fba5f,Seed Round - Takwin,funding_round,takwin-labs-seed--2a3c00f7,https://www.crunchbase.com/funding_round/takwin-labs-seed--2a3c00f7,249923,9/22/14,11/19/18,ISR,,Hefa,Haifa,seed,9/22/14,12000000,12000000,USD,,,,,f858ee3a-fd80-4329-c506-37e066b31585,Takwin,
8f826b21-7741-7106-429d-2fd80aa89d06,Angel Round - Yadwire Technology,funding_round,yadwire-technology-angel--8f826b21,https://www.crunchbase.com/funding_round/yadwire-technology-angel--8f826b21,241584,9/23/14,2/12/18,ISR,,HaMerkaz,Ra'anana,angel,5/1/14,2080369,1500000,EUR,,,,,b126bed5-0326-4e11-9346-30af69c86ad7,Yadwire Technology,
24689927-1901-4072-6734-c5d93c6cbbbc,Equity Crowdfunding - Qomuty,funding_round,qomuty-equity-crowdfunding--24689927,https://www.crunchbase.com/funding_round/qomuty-equity-crowdfunding--24689927,305929,9/26/14,2/12/18,ISR,,HaMerkaz,Ra'anana,equity_crowdfunding,7/3/14,,,,,,,,62154bd5-713e-50cc-9ec7-9a3ad516516e,Qomuty,
2ef8efed-bf12-c046-f13b-df86a33b03ec,Seed Round - MobileODT,funding_round,mobileoct-seed--2ef8efed,https://www.crunchbase.com/funding_round/mobileoct-seed--2ef8efed,146352,9/28/14,2/22/19,ISR,,Tel Aviv,Tel Aviv,seed,2/1/15,2400000,2400000,USD,,,,1,8acfcdde-c43e-0156-b9ec-7b9027a9941c,MobileODT,
2c71fcf5-d5a8-f679-8b91-2ea5b59c1241,Series D - LifeBond,funding_round,lifebond-series-d--2c71fcf5,https://www.crunchbase.com/funding_round/lifebond-series-d--2c71fcf5,243043,9/30/14,2/12/18,ISR,,Hefa,Caesarea,series_d,8/5/15,27000000,27000000,USD,,,,6,46786c6f-6ad4-039e-8258-e14643349795,LifeBond,
0ecadf50-d583-4738-30c7-8ead84f5aa3d,Seed Round - vBrand,funding_round,vbrand-seed--0ecadf50,https://www.crunchbase.com/funding_round/vbrand-seed--0ecadf50,151116,9/30/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,seed,9/1/14,500000,500000,USD,,,,2,597bbc0c-9ac3-904f-dbcc-f482f2e63462,vBrand,
e6c437e6-cf8c-303a-42da-b7e28c063156,Venture Round - MedAware,funding_round,medaware-series-unknown--e6c437e6,https://www.crunchbase.com/funding_round/medaware-series-unknown--e6c437e6,231920,10/2/14,2/12/18,ISR,,HaMerkaz,Ra'anana,series_unknown,10/2/14,1000000,1000000,USD,,,,2,9afcdbdc-57eb-d20b-846a-ee753f0a50c4,MedAware,8522a0e8-ae31-22f7-bc76-42d0d76eecfe
ab2b1fef-fe1e-9437-99a3-1adaf4d24f25,Series B - StoreDot,funding_round,storedot-series-b--ab2b1fef,https://www.crunchbase.com/funding_round/storedot-series-b--ab2b1fef,366626,10/3/14,2/12/18,ISR,,Tel Aviv,Herzliya,series_b,6/12/14,,,,,,,,b0507797-64e9-5965-1d38-85b77818753a,StoreDot,
354661d3-4f23-f37c-8134-53ebe2adc8ac,Seed Round - PayBox,funding_round,paybox-payment-solutions-seed--354661d3,https://www.crunchbase.com/funding_round/paybox-payment-solutions-seed--354661d3,163809,10/5/14,2/12/18,ISR,,HaMerkaz,Rishon Letsiyon,seed,5/1/14,100000,100000,USD,,,,,0301fe5c-aa3f-117d-cb3c-161a48cba23b,PayBox,
8a19a302-dbb5-c432-db1a-703bafb028e7,Series A - Appsee,funding_round,appsee-series-a--8a19a302,https://www.crunchbase.com/funding_round/appsee-series-a--8a19a302,90468,10/6/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,series_a,10/6/14,2000000,2000000,USD,,,,3,a6554164-df5b-96cc-4e63-cdd94bce5037,Appsee,
68e107fa-a46d-b206-cae3-c380a11005c2,Series B - Reduxio,funding_round,reduxio-series-b--68e107fa,https://www.crunchbase.com/funding_round/reduxio-series-b--68e107fa,186837,10/6/14,2/12/18,ISR,,Tel Aviv,Tel Aviv,series_b,10/6/14,15000000,15000000,USD,,,,4,e5ca7373-91b2-3f99-2859-decc5afef062,Reduxio,7643525c-2157-d3e7-39ac-372cbe75f4c9
